entry_id,entry_name,question_id,question_name,answer_predicted
623,Diasporic American Hinduism,Q_3121,Property sacrifice required,0
623,Diasporic American Hinduism,Q_3093,Small-scale rituals,1
623,Diasporic American Hinduism,Q_2324,Specific sacred sites,1
624,The Roshaniyya,Q_3127,Transportation infrastructure (by group),1
624,The Roshaniyya,Q_3165,Institutionalized punishment (by group),0
624,The Roshaniyya,Q_3168,Povery relief (by group),1
624,The Roshaniyya,Q_3167,Water management (by other),1
624,The Roshaniyya,Q_2283,Iconography present,0
624,The Roshaniyya,Q_3156,Public food starage (by other),1
624,The Roshaniyya,Q_3158,Institutionalized famine relief (by group),1
624,The Roshaniyya,Q_3179,Instituionalized elder care (by group),1
624,The Roshaniyya,Q_2324,Specific sacred sites,1
624,The Roshaniyya,Q_2252,Conception of apostasy,1
624,The Roshaniyya,Q_3169,Public food storage (by group),0
626,Barama River Carib,Q_3095,Marginalization of out-group members,0
626,Barama River Carib,Q_2375,Are they oral? (Scriptures),0
626,Barama River Carib,Q_3135,Formal legal code (by other),1
626,Barama River Carib,Q_3163,Institutionalized elder care (by other),1
626,Barama River Carib,Q_3127,Transportation infrastructure (by group),1
626,Barama River Carib,Q_3128,Formal education (by other),1
626,Barama River Carib,Q_3138,Other institutional bureaucracies,1
626,Barama River Carib,Q_2944,Supreme high god chthonic,0
626,Barama River Carib,Q_3113,Constraints on sexual activity,0
626,Barama River Carib,Q_2271,Cultural contact competitive,1
626,Barama River Carib,Q_2238,cultural contact accommodating,1
626,Barama River Carib,Q_3129,Institutionalized punishment (by other),1
626,Barama River Carib,Q_3151,Food provided (by other),1
626,Barama River Carib,Q_3162,Poverty relief (by other),1
626,Barama River Carib,Q_3168,Povery relief (by group),0
626,Barama River Carib,Q_2283,Iconography present,0
626,Barama River Carib,Q_2908,Spirit-mind different powers than body,1
626,Barama River Carib,Q_3074,Fictive kinship terminology,0
626,Barama River Carib,Q_3088,Forgone food opportunities (taboos),1
626,Barama River Carib,Q_2958,Supreme high god is fused with monarch,0
626,Barama River Carib,Q_2252,Conception of apostasy,0
626,Barama River Carib,Q_3164,Famine relief (by other),1
626,Barama River Carib,Q_2324,Specific sacred sites,1
626,Barama River Carib,Q_3063,Extra-ritual in-group markers,0
626,Barama River Carib,Q_2265,Monuments,0
626,Barama River Carib,Q_3116,Ethical precepts,1
626,Barama River Carib,Q_3175,Written language available (by other),1
626,Barama River Carib,Q_2253,Are they written? (Scriptures),0
626,Barama River Carib,Q_3085,Physical risk taking,0
626,Barama River Carib,Q_3233,Supreme high god has world knowledge,1
626,Barama River Carib,Q_2964,Co-sacrifices in tomb/burial,0
626,Barama River Carib,Q_3117,Fasting required,0
626,Barama River Carib,Q_3179,Instituionalized elder care (by group),0
626,Barama River Carib,Q_3147,Participate in military (by other),1
626,Barama River Carib,Q_3158,Institutionalized famine relief (by group),0
626,Barama River Carib,Q_2322,Different types of monuments,0
626,Barama River Carib,Q_3140,Taxes levied (by other),1
626,Barama River Carib,Q_3022,Conventional vs. moral distinction,1
626,Barama River Carib,Q_3130,Institutionalized police force (by other),1
626,Barama River Carib,Q_3093,Small-scale rituals,0
626,Barama River Carib,Q_3149,Institutionalized military (by group),0
626,Barama River Carib,Q_3154,Institutionalized judicial system (by other),1
626,Barama River Carib,Q_3139,Formal calendar (by other),1
626,Barama River Carib,Q_3173,Written language used (by other),1
626,Barama River Carib,Q_2254,Story of scripture origin,0
626,Barama River Carib,Q_3133,Institutionalized military (by other),1
626,Barama River Carib,Q_2948,Supreme high god is sky deity,1
626,Barama River Carib,Q_3167,Water management (by other),1
626,Barama River Carib,Q_3028,Social norms prescribed,1
627,Tikopia,Q_3162,Poverty relief (by other),0
627,Tikopia,Q_3179,Instituionalized elder care (by group),0
627,Tikopia,Q_2948,Supreme high god is sky deity,0
627,Tikopia,Q_3093,Small-scale rituals,1
627,Tikopia,Q_3135,Formal legal code (by other),1
627,Tikopia,Q_3129,Institutionalized punishment (by other),1
627,Tikopia,Q_3133,Institutionalized military (by other),1
627,Tikopia,Q_2252,Conception of apostasy,0
627,Tikopia,Q_3130,Institutionalized police force (by other),1
627,Tikopia,Q_2958,Supreme high god is fused with monarch,0
627,Tikopia,Q_3233,Supreme high god has world knowledge,0
627,Tikopia,Q_3163,Institutionalized elder care (by other),0
627,Tikopia,Q_3174,Water management (by group),0
627,Tikopia,Q_2254,Story of scripture origin,0
627,Tikopia,Q_3154,Institutionalized judicial system (by other),1
627,Tikopia,Q_3140,Taxes levied (by other),1
627,Tikopia,Q_3437,Supernatural beings bestow rewards,1
627,Tikopia,Q_3158,Institutionalized famine relief (by group),0
627,Tikopia,Q_3022,Conventional vs. moral distinction,0
627,Tikopia,Q_3139,Formal calendar (by other),1
627,Tikopia,Q_3149,Institutionalized military (by group),0
627,Tikopia,Q_3178,Taxes or tithis (by group),0
627,Tikopia,Q_3173,Written language used (by other),1
627,Tikopia,Q_3164,Famine relief (by other),0
627,Tikopia,Q_3074,Fictive kinship terminology,0
627,Tikopia,Q_3063,Extra-ritual in-group markers,0
627,Tikopia,Q_3100,Sacrifice of time required,1
627,Tikopia,Q_2908,Spirit-mind different powers than body,1
627,Tikopia,Q_3167,Water management (by other),0
627,Tikopia,Q_3122,Permanent scarring,0
627,Tikopia,Q_3168,Povery relief (by group),0
627,Tikopia,Q_3151,Food provided (by other),0
627,Tikopia,Q_3085,Physical risk taking,0
627,Tikopia,Q_2944,Supreme high god chthonic,0
627,Tikopia,Q_2253,Are they written? (Scriptures),0
627,Tikopia,Q_3116,Ethical precepts,0
627,Tikopia,Q_2375,Are they oral? (Scriptures),0
627,Tikopia,Q_3113,Constraints on sexual activity,0
627,Tikopia,Q_3107,Transitory pain/wounds required,0
627,Tikopia,Q_3095,Marginalization of out-group members,0
627,Tikopia,Q_3138,Other institutional bureaucracies,1
627,Tikopia,Q_3175,Written language available (by other),1
627,Tikopia,Q_2928,Supernatural monitoring of prosocial norm adherence,0
627,Tikopia,Q_3147,Participate in military (by other),1
627,Tikopia,Q_2271,Cultural contact competitive,1
629,Newar Buddhists,Q_3233,Supreme high god has world knowledge,0
629,Newar Buddhists,Q_3156,Public food starage (by other),1
629,Newar Buddhists,Q_2271,Cultural contact competitive,1
629,Newar Buddhists,Q_3175,Written language available (by other),1
629,Newar Buddhists,Q_2958,Supreme high god is fused with monarch,0
629,Newar Buddhists,Q_2948,Supreme high god is sky deity,0
629,Newar Buddhists,Q_2944,Supreme high god chthonic,0
629,Newar Buddhists,Q_3140,Taxes levied (by other),1
632,Local Religion at Selinous,Q_2256,Violent conflict (within region),1
632,Local Religion at Selinous,Q_3163,Institutionalized elder care (by other),0
632,Local Religion at Selinous,Q_3127,Transportation infrastructure (by group),0
632,Local Religion at Selinous,Q_3156,Public food starage (by other),0
632,Local Religion at Selinous,Q_3178,Taxes or tithis (by group),0
632,Local Religion at Selinous,Q_3088,Forgone food opportunities (taboos),0
632,Local Religion at Selinous,Q_3164,Famine relief (by other),0
632,Local Religion at Selinous,Q_3158,Institutionalized famine relief (by group),0
632,Local Religion at Selinous,Q_3169,Public food storage (by group),0
632,Local Religion at Selinous,Q_3121,Property sacrifice required,0
632,Local Religion at Selinous,Q_3134,Transportation infrastructure (by group),0
632,Local Religion at Selinous,Q_3179,Instituionalized elder care (by group),0
632,Local Religion at Selinous,Q_3167,Water management (by other),0
632,Local Religion at Selinous,Q_3174,Water management (by group),0
632,Local Religion at Selinous,Q_3135,Formal legal code (by other),0
632,Local Religion at Selinous,Q_3117,Fasting required,0
632,Local Religion at Selinous,Q_3148,Formal education (by group),0
633,Mādhva,Q_3173,Written language used (by other),0
633,Mādhva,Q_3164,Famine relief (by other),1
633,Mādhva,Q_3167,Water management (by other),0
633,Mādhva,Q_3162,Poverty relief (by other),1
633,Mādhva,Q_2351,Recognized religious leaders,1
633,Mādhva,Q_2841,Formal burials,0
633,Mādhva,Q_2967,In cemetery (formal burials),0
633,Mādhva,Q_3158,Institutionalized famine relief (by group),1
633,Mādhva,Q_3175,Written language available (by other),0
633,Mādhva,Q_3138,Other institutional bureaucracies,1
633,Mādhva,Q_3177,Formal bureaucracy within group,1
633,Mādhva,Q_3127,Transportation infrastructure (by group),0
633,Mādhva,Q_3156,Public food starage (by other),0
635,Ifugao,Q_3116,Ethical precepts,1
635,Ifugao,Q_2253,Are they written? (Scriptures),0
635,Ifugao,Q_3158,Institutionalized famine relief (by group),0
635,Ifugao,Q_3085,Physical risk taking,0
635,Ifugao,Q_2908,Spirit-mind different powers than body,1
635,Ifugao,Q_3074,Fictive kinship terminology,0
635,Ifugao,Q_3100,Sacrifice of time required,0
635,Ifugao,Q_3063,Extra-ritual in-group markers,0
635,Ifugao,Q_2283,Iconography present,0
635,Ifugao,Q_3147,Participate in military (by other),1
635,Ifugao,Q_3164,Famine relief (by other),1
635,Ifugao,Q_2238,cultural contact accommodating,1
635,Ifugao,Q_3095,Marginalization of out-group members,0
635,Ifugao,Q_2375,Are they oral? (Scriptures),0
635,Ifugao,Q_3179,Instituionalized elder care (by group),0
635,Ifugao,Q_3113,Constraints on sexual activity,1
635,Ifugao,Q_3107,Transitory pain/wounds required,0
635,Ifugao,Q_3151,Food provided (by other),1
635,Ifugao,Q_3168,Povery relief (by group),0
635,Ifugao,Q_3127,Transportation infrastructure (by group),1
635,Ifugao,Q_2929,Grave goods,1
635,Ifugao,Q_2944,Supreme high god chthonic,0
635,Ifugao,Q_3138,Other institutional bureaucracies,1
635,Ifugao,Q_3130,Institutionalized police force (by other),1
635,Ifugao,Q_3129,Institutionalized punishment (by other),1
635,Ifugao,Q_3135,Formal legal code (by other),1
635,Ifugao,Q_2948,Supreme high god is sky deity,0
635,Ifugao,Q_2967,In cemetery (formal burials),1
635,Ifugao,Q_3128,Formal education (by other),1
635,Ifugao,Q_3134,Transportation infrastructure (by group),0
635,Ifugao,Q_3133,Institutionalized military (by other),1
635,Ifugao,Q_3157,Formal calendar (by group),0
635,Ifugao,Q_2254,Story of scripture origin,0
635,Ifugao,Q_3175,Written language available (by other),1
635,Ifugao,Q_3121,Property sacrifice required,0
635,Ifugao,Q_3167,Water management (by other),1
635,Ifugao,Q_3173,Written language used (by other),1
635,Ifugao,Q_3154,Institutionalized judicial system (by other),1
635,Ifugao,Q_3174,Water management (by group),0
635,Ifugao,Q_3162,Poverty relief (by other),1
635,Ifugao,Q_2271,Cultural contact competitive,1
635,Ifugao,Q_3139,Formal calendar (by other),1
635,Ifugao,Q_3149,Institutionalized military (by group),0
635,Ifugao,Q_3122,Permanent scarring,0
635,Ifugao,Q_2324,Specific sacred sites,1
635,Ifugao,Q_3437,Supernatural beings bestow rewards,1
635,Ifugao,Q_2958,Supreme high god is fused with monarch,0
635,Ifugao,Q_3163,Institutionalized elder care (by other),1
635,Ifugao,Q_3233,Supreme high god has world knowledge,0
636,Balinese Śaiva priests (pedanda siwa),Q_3113,Constraints on sexual activity,0
636,Balinese Śaiva priests (pedanda siwa),Q_2305,Violent conflict (outside region),0
636,Balinese Śaiva priests (pedanda siwa),Q_2324,Specific sacred sites,1
636,Balinese Śaiva priests (pedanda siwa),Q_2890,Supernatural monitoring,1
636,Balinese Śaiva priests (pedanda siwa),Q_3420,Supernatural beings mete out punishment,1
636,Balinese Śaiva priests (pedanda siwa),Q_2967,In cemetery (formal burials),0
636,Balinese Śaiva priests (pedanda siwa),Q_2928,Supernatural monitoring of prosocial norm adherence,1
636,Balinese Śaiva priests (pedanda siwa),Q_3440,Supernatural punishment meted out in this lifetime,1
636,Balinese Śaiva priests (pedanda siwa),Q_2256,Violent conflict (within region),0
637,Yahgan,Q_3095,Marginalization of out-group members,0
637,Yahgan,Q_3175,Written language available (by other),1
637,Yahgan,Q_3139,Formal calendar (by other),1
637,Yahgan,Q_3138,Other institutional bureaucracies,1
637,Yahgan,Q_3163,Institutionalized elder care (by other),1
637,Yahgan,Q_3437,Supernatural beings bestow rewards,1
637,Yahgan,Q_3135,Formal legal code (by other),1
637,Yahgan,Q_3093,Small-scale rituals,0
637,Yahgan,Q_2254,Story of scripture origin,0
637,Yahgan,Q_3107,Transitory pain/wounds required,0
637,Yahgan,Q_3134,Transportation infrastructure (by group),0
637,Yahgan,Q_3169,Public food storage (by group),0
637,Yahgan,Q_3133,Institutionalized military (by other),1
637,Yahgan,Q_3151,Food provided (by other),1
637,Yahgan,Q_3129,Institutionalized punishment (by other),1
637,Yahgan,Q_3162,Poverty relief (by other),1
637,Yahgan,Q_3174,Water management (by group),0
637,Yahgan,Q_3167,Water management (by other),1
637,Yahgan,Q_3154,Institutionalized judicial system (by other),1
637,Yahgan,Q_3173,Written language used (by other),1
637,Yahgan,Q_3122,Permanent scarring,0
637,Yahgan,Q_3088,Forgone food opportunities (taboos),1
637,Yahgan,Q_2238,cultural contact accommodating,1
637,Yahgan,Q_3063,Extra-ritual in-group markers,0
637,Yahgan,Q_3074,Fictive kinship terminology,0
637,Yahgan,Q_3147,Participate in military (by other),1
637,Yahgan,Q_3156,Public food starage (by other),0
637,Yahgan,Q_2842,Variety of supernatural beings,1
637,Yahgan,Q_2283,Iconography present,0
637,Yahgan,Q_3158,Institutionalized famine relief (by group),0
637,Yahgan,Q_3085,Physical risk taking,0
637,Yahgan,Q_3116,Ethical precepts,1
637,Yahgan,Q_3149,Institutionalized military (by group),0
637,Yahgan,Q_3179,Instituionalized elder care (by group),0
637,Yahgan,Q_2253,Are they written? (Scriptures),0
637,Yahgan,Q_3128,Formal education (by other),1
637,Yahgan,Q_2375,Are they oral? (Scriptures),0
637,Yahgan,Q_3113,Constraints on sexual activity,1
637,Yahgan,Q_3168,Povery relief (by group),0
637,Yahgan,Q_3164,Famine relief (by other),1
637,Yahgan,Q_3130,Institutionalized police force (by other),1
637,Yahgan,Q_3127,Transportation infrastructure (by group),1
637,Yahgan,Q_2271,Cultural contact competitive,1
637,Yahgan,Q_2324,Specific sacred sites,1
637,Yahgan,Q_2968,Previously human spirits present,1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_2908,Spirit-mind different powers than body,0
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_3164,Famine relief (by other),1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_2841,Formal burials,1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_3173,Written language used (by other),1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_3074,Fictive kinship terminology,1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_3179,Instituionalized elder care (by group),1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_2967,In cemetery (formal burials),1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_2238,cultural contact accommodating,1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_2254,Story of scripture origin,1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_2256,Violent conflict (within region),1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_2305,Violent conflict (outside region),1
639,Chinese Esoteric Buddhism (Tang Tantrism),Q_2324,Specific sacred sites,1
645,"Meo Muslim, Mev, Mewati Muslim",Q_3139,Formal calendar (by other),1
645,"Meo Muslim, Mev, Mewati Muslim",Q_2914,Spatial location of afterlife,1
645,"Meo Muslim, Mev, Mewati Muslim",Q_3156,Public food starage (by other),1
645,"Meo Muslim, Mev, Mewati Muslim",Q_2908,Spirit-mind different powers than body,0
645,"Meo Muslim, Mev, Mewati Muslim",Q_2945,Non-human supernatural beings,1
645,"Meo Muslim, Mev, Mewati Muslim",Q_3169,Public food storage (by group),0
645,"Meo Muslim, Mev, Mewati Muslim",Q_2324,Specific sacred sites,1
646,Lakota Religious Traditions,Q_2305,Violent conflict (outside region),0
646,Lakota Religious Traditions,Q_2256,Violent conflict (within region),0
646,Lakota Religious Traditions,Q_2944,Supreme high god chthonic,0
646,Lakota Religious Traditions,Q_2351,Recognized religious leaders,1
646,Lakota Religious Traditions,Q_2948,Supreme high god is sky deity,0
646,Lakota Religious Traditions,Q_2238,cultural contact accommodating,1
646,Lakota Religious Traditions,Q_2958,Supreme high god is fused with monarch,0
646,Lakota Religious Traditions,Q_3233,Supreme high god has world knowledge,0
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",Q_3147,Participate in military (by other),1
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",Q_3440,Supernatural punishment meted out in this lifetime,0
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",Q_3022,Conventional vs. moral distinction,0
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",Q_3138,Other institutional bureaucracies,1
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",Q_2967,In cemetery (formal burials),0
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",Q_2928,Supernatural monitoring of prosocial norm adherence,0
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",Q_3163,Institutionalized elder care (by other),0
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",Q_3156,Public food starage (by other),0
650,Manus,Q_3128,Formal education (by other),1
650,Manus,Q_3179,Instituionalized elder care (by group),0
650,Manus,Q_3151,Food provided (by other),1
650,Manus,Q_3116,Ethical precepts,1
650,Manus,Q_2253,Are they written? (Scriptures),0
650,Manus,Q_3165,Institutionalized punishment (by group),0
650,Manus,Q_3133,Institutionalized military (by other),1
650,Manus,Q_3117,Fasting required,0
650,Manus,Q_3095,Marginalization of out-group members,0
650,Manus,Q_3162,Poverty relief (by other),1
650,Manus,Q_2271,Cultural contact competitive,1
650,Manus,Q_2958,Supreme high god is fused with monarch,0
650,Manus,Q_2254,Story of scripture origin,0
650,Manus,Q_3157,Formal calendar (by group),0
650,Manus,Q_2842,Variety of supernatural beings,1
650,Manus,Q_3122,Permanent scarring,0
650,Manus,Q_2929,Grave goods,0
650,Manus,Q_3113,Constraints on sexual activity,0
650,Manus,Q_2375,Are they oral? (Scriptures),0
650,Manus,Q_3177,Formal bureaucracy within group,0
650,Manus,Q_3127,Transportation infrastructure (by group),1
650,Manus,Q_3158,Institutionalized famine relief (by group),0
650,Manus,Q_2944,Supreme high god chthonic,0
650,Manus,Q_3107,Transitory pain/wounds required,0
650,Manus,Q_3139,Formal calendar (by other),1
650,Manus,Q_2900,Afterlife belief,1
650,Manus,Q_3135,Formal legal code (by other),1
650,Manus,Q_3168,Povery relief (by group),0
650,Manus,Q_3100,Sacrifice of time required,0
650,Manus,Q_2324,Specific sacred sites,1
650,Manus,Q_3174,Water management (by group),0
650,Manus,Q_2948,Supreme high god is sky deity,0
650,Manus,Q_3175,Written language available (by other),1
650,Manus,Q_3163,Institutionalized elder care (by other),1
650,Manus,Q_3167,Water management (by other),1
650,Manus,Q_3088,Forgone food opportunities (taboos),1
650,Manus,Q_3164,Famine relief (by other),1
650,Manus,Q_3074,Fictive kinship terminology,0
650,Manus,Q_3028,Social norms prescribed,1
650,Manus,Q_2238,cultural contact accommodating,1
650,Manus,Q_3121,Property sacrifice required,0
650,Manus,Q_3173,Written language used (by other),1
650,Manus,Q_3147,Participate in military (by other),1
650,Manus,Q_2967,In cemetery (formal burials),0
650,Manus,Q_3120,Calibacy required,0
650,Manus,Q_3129,Institutionalized punishment (by other),1
650,Manus,Q_3156,Public food starage (by other),0
650,Manus,Q_3130,Institutionalized police force (by other),1
650,Manus,Q_3233,Supreme high god has world knowledge,0
650,Manus,Q_3063,Extra-ritual in-group markers,0
654,12th-13th c Cistercians,Q_3022,Conventional vs. moral distinction,1
654,12th-13th c Cistercians,Q_3164,Famine relief (by other),1
654,12th-13th c Cistercians,Q_3127,Transportation infrastructure (by group),1
654,12th-13th c Cistercians,Q_2944,Supreme high god chthonic,0
654,12th-13th c Cistercians,Q_3154,Institutionalized judicial system (by other),1
654,12th-13th c Cistercians,Q_3133,Institutionalized military (by other),1
654,12th-13th c Cistercians,Q_3129,Institutionalized punishment (by other),1
654,12th-13th c Cistercians,Q_2948,Supreme high god is sky deity,1
654,12th-13th c Cistercians,Q_3162,Poverty relief (by other),1
654,12th-13th c Cistercians,Q_3156,Public food starage (by other),1
654,12th-13th c Cistercians,Q_2958,Supreme high god is fused with monarch,0
654,12th-13th c Cistercians,Q_3233,Supreme high god has world knowledge,1
654,12th-13th c Cistercians,Q_2908,Spirit-mind different powers than body,1
654,12th-13th c Cistercians,Q_3440,Supernatural punishment meted out in this lifetime,1
654,12th-13th c Cistercians,Q_3163,Institutionalized elder care (by other),1
654,12th-13th c Cistercians,Q_3167,Water management (by other),1
658,Mapuche,Q_3168,Povery relief (by group),0
658,Mapuche,Q_3116,Ethical precepts,1
658,Mapuche,Q_3163,Institutionalized elder care (by other),1
658,Mapuche,Q_3151,Food provided (by other),1
658,Mapuche,Q_2253,Are they written? (Scriptures),0
658,Mapuche,Q_3178,Taxes or tithis (by group),0
658,Mapuche,Q_3179,Instituionalized elder care (by group),0
658,Mapuche,Q_3153,Institutionalized police force (by group),0
658,Mapuche,Q_3167,Water management (by other),1
658,Mapuche,Q_3166,Distinct language,0
658,Mapuche,Q_3148,Formal education (by group),0
658,Mapuche,Q_3164,Famine relief (by other),1
658,Mapuche,Q_3100,Sacrifice of time required,1
658,Mapuche,Q_3074,Fictive kinship terminology,1
658,Mapuche,Q_3165,Institutionalized punishment (by group),0
658,Mapuche,Q_2254,Story of scripture origin,0
658,Mapuche,Q_3173,Written language used (by other),1
658,Mapuche,Q_3162,Poverty relief (by other),1
658,Mapuche,Q_2375,Are they oral? (Scriptures),0
658,Mapuche,Q_3175,Written language available (by other),1
658,Mapuche,Q_3156,Public food starage (by other),0
658,Mapuche,Q_3144,Institutionalized judges (by group),0
658,Mapuche,Q_3157,Formal calendar (by group),0
658,Mapuche,Q_3149,Institutionalized military (by group),0
658,Mapuche,Q_3121,Property sacrifice required,0
658,Mapuche,Q_2238,cultural contact accommodating,1
658,Mapuche,Q_3095,Marginalization of out-group members,0
658,Mapuche,Q_3133,Institutionalized military (by other),1
658,Mapuche,Q_3117,Fasting required,1
658,Mapuche,Q_3085,Physical risk taking,0
658,Mapuche,Q_3139,Formal calendar (by other),1
658,Mapuche,Q_3063,Extra-ritual in-group markers,1
658,Mapuche,Q_2908,Spirit-mind different powers than body,1
658,Mapuche,Q_3233,Supreme high god has world knowledge,1
658,Mapuche,Q_2944,Supreme high god chthonic,0
658,Mapuche,Q_3158,Institutionalized famine relief (by group),0
658,Mapuche,Q_3174,Water management (by group),0
658,Mapuche,Q_3127,Transportation infrastructure (by group),1
658,Mapuche,Q_3177,Formal bureaucracy within group,0
658,Mapuche,Q_2324,Specific sacred sites,1
658,Mapuche,Q_3022,Conventional vs. moral distinction,1
658,Mapuche,Q_3134,Transportation infrastructure (by group),0
658,Mapuche,Q_3113,Constraints on sexual activity,1
658,Mapuche,Q_3437,Supernatural beings bestow rewards,1
658,Mapuche,Q_3147,Participate in military (by other),1
658,Mapuche,Q_2928,Supernatural monitoring of prosocial norm adherence,0
661,Congregation of Savigny,Q_3148,Formal education (by group),1
661,Congregation of Savigny,Q_3174,Water management (by group),1
661,Congregation of Savigny,Q_3127,Transportation infrastructure (by group),1
661,Congregation of Savigny,Q_3169,Public food storage (by group),1
661,Congregation of Savigny,Q_3179,Instituionalized elder care (by group),1
661,Congregation of Savigny,Q_3167,Water management (by other),1
661,Congregation of Savigny,Q_3163,Institutionalized elder care (by other),1
666,Siuai,Q_3063,Extra-ritual in-group markers,0
666,Siuai,Q_3167,Water management (by other),1
666,Siuai,Q_2967,In cemetery (formal burials),0
666,Siuai,Q_3074,Fictive kinship terminology,0
666,Siuai,Q_3175,Written language available (by other),1
666,Siuai,Q_3147,Participate in military (by other),1
666,Siuai,Q_3022,Conventional vs. moral distinction,1
666,Siuai,Q_3166,Distinct language,0
666,Siuai,Q_3138,Other institutional bureaucracies,1
666,Siuai,Q_3121,Property sacrifice required,0
666,Siuai,Q_3233,Supreme high god has world knowledge,0
666,Siuai,Q_3164,Famine relief (by other),1
666,Siuai,Q_3085,Physical risk taking,0
666,Siuai,Q_3163,Institutionalized elder care (by other),1
666,Siuai,Q_3174,Water management (by group),0
666,Siuai,Q_2238,cultural contact accommodating,1
666,Siuai,Q_2375,Are they oral? (Scriptures),0
666,Siuai,Q_2890,Supernatural monitoring,1
666,Siuai,Q_2322,Different types of monuments,0
666,Siuai,Q_3178,Taxes or tithis (by group),0
666,Siuai,Q_2324,Specific sacred sites,1
666,Siuai,Q_2908,Spirit-mind different powers than body,1
666,Siuai,Q_3173,Written language used (by other),1
666,Siuai,Q_2254,Story of scripture origin,0
666,Siuai,Q_3095,Marginalization of out-group members,0
666,Siuai,Q_3158,Institutionalized famine relief (by group),0
666,Siuai,Q_3162,Poverty relief (by other),1
666,Siuai,Q_3149,Institutionalized military (by group),0
666,Siuai,Q_2944,Supreme high god chthonic,0
666,Siuai,Q_3168,Povery relief (by group),0
666,Siuai,Q_3133,Institutionalized military (by other),1
666,Siuai,Q_3139,Formal calendar (by other),1
666,Siuai,Q_3179,Instituionalized elder care (by group),0
666,Siuai,Q_2948,Supreme high god is sky deity,0
666,Siuai,Q_2928,Supernatural monitoring of prosocial norm adherence,1
666,Siuai,Q_3127,Transportation infrastructure (by group),1
666,Siuai,Q_3165,Institutionalized punishment (by group),0
666,Siuai,Q_2283,Iconography present,0
666,Siuai,Q_3148,Formal education (by group),0
666,Siuai,Q_2958,Supreme high god is fused with monarch,0
666,Siuai,Q_2253,Are they written? (Scriptures),0
666,Siuai,Q_3132,Formal legal code (by group),0
666,Siuai,Q_3177,Formal bureaucracy within group,0
666,Siuai,Q_3113,Constraints on sexual activity,0
666,Siuai,Q_3156,Public food starage (by other),0
666,Siuai,Q_2271,Cultural contact competitive,1
666,Siuai,Q_3151,Food provided (by other),1
666,Siuai,Q_2265,Monuments,0
666,Siuai,Q_3116,Ethical precepts,1
666,Siuai,Q_3437,Supernatural beings bestow rewards,1
674,Aymara,Q_3164,Famine relief (by other),1
674,Aymara,Q_3135,Formal legal code (by other),1
674,Aymara,Q_3148,Formal education (by group),0
674,Aymara,Q_3168,Povery relief (by group),0
674,Aymara,Q_3100,Sacrifice of time required,0
674,Aymara,Q_3166,Distinct language,0
674,Aymara,Q_3132,Formal legal code (by group),0
674,Aymara,Q_3139,Formal calendar (by other),1
674,Aymara,Q_3174,Water management (by group),0
674,Aymara,Q_3179,Instituionalized elder care (by group),0
674,Aymara,Q_2256,Violent conflict (within region),0
674,Aymara,Q_3022,Conventional vs. moral distinction,1
674,Aymara,Q_3113,Constraints on sexual activity,0
674,Aymara,Q_3437,Supernatural beings bestow rewards,1
674,Aymara,Q_3177,Formal bureaucracy within group,0
674,Aymara,Q_3178,Taxes or tithis (by group),0
674,Aymara,Q_3130,Institutionalized police force (by other),1
674,Aymara,Q_2908,Spirit-mind different powers than body,1
674,Aymara,Q_3063,Extra-ritual in-group markers,0
674,Aymara,Q_3107,Transitory pain/wounds required,0
674,Aymara,Q_3127,Transportation infrastructure (by group),1
674,Aymara,Q_3108,Large-scale rituals,0
674,Aymara,Q_3028,Social norms prescribed,1
674,Aymara,Q_3158,Institutionalized famine relief (by group),0
674,Aymara,Q_3163,Institutionalized elder care (by other),1
674,Aymara,Q_3133,Institutionalized military (by other),1
674,Aymara,Q_3085,Physical risk taking,0
674,Aymara,Q_3121,Property sacrifice required,0
674,Aymara,Q_3093,Small-scale rituals,0
674,Aymara,Q_2238,cultural contact accommodating,1
674,Aymara,Q_2375,Are they oral? (Scriptures),0
674,Aymara,Q_3088,Forgone food opportunities (taboos),1
674,Aymara,Q_3129,Institutionalized punishment (by other),1
674,Aymara,Q_3162,Poverty relief (by other),1
674,Aymara,Q_3149,Institutionalized military (by group),0
674,Aymara,Q_2254,Story of scripture origin,0
674,Aymara,Q_3151,Food provided (by other),1
674,Aymara,Q_3095,Marginalization of out-group members,0
